cs/9308101v1,2797,17.7807780779112,
cs/9308101v1,1310,13.2401464130607,
cs/9308101v1,8249,12.8564183523129,
cs/9308101v1,7547,12.666533801196,
cs/9308101v1,1462,9.55825800613563,
cs/9308101v1,8240,9.49654205925753,
cs/9308101v1,10926,6.62007320653036,
cs/9308101v1,57,6.21460809842219,
cs/9308101v1,610,6.21460809842219,
cs/9308101v1,864,6.21460809842219,
cs/9308102v1,1235,10.4675576908209,
cs/9308102v1,5113,9.49654205925753,
cs/9308102v1,3601,8.84569725838827,
cs/9308102v1,5831,7.89184911420765,
cs/9308102v1,4836,7.82404601085629,
cs/9308102v1,3436,7.57371972494828,
cs/9308102v1,9028,7.51574465120177,
cs/9308102v1,1292,7.3132203870903,
cs/9308102v1,7000,7.3132203870903,
cs/9308102v1,10252,7.3132203870903,
cs/9309101v1,3725,18.6438242952666,
cs/9309101v1,5862,17.7807780779112,
cs/9309101v1,8806,13.2401464130607,
cs/9309101v1,6168,11.0269026820917,
cs/9309101v1,5023,10.73462047607,
cs/9309101v1,6021,10.0247634484455,
cs/9309101v1,9508,9.86360608906546,
cs/9309101v1,6500,9.80681126807118,
cs/9309101v1,1456,9.21034037197618,
cs/9309101v1,7365,8.73756281584772,
cs/9311101v1,265,16.8141652834407,
cs/9311101v1,8644,14.0118044028673,
cs/9311101v1,2003,11.6260045593042,
cs/9311101v1,8602,10.1500832917616,
cs/9311101v1,7365,8.73756281584772,
cs/9311101v1,1653,8.08244188779966,
cs/9311101v1,1976,6.84280017795935,
cs/9311101v1,3084,6.62007320653036,
cs/9311101v1,9167,6.62007320653036,
cs/9311101v1,7379,6.5403382385115,
cs/9311102v1,3018,31.0338654608412,
cs/9311102v1,9795,15.3899379371623,
cs/9311102v1,10480,14.6264407741806,
cs/9311102v1,5351,14.2448130888863,
cs/9311102v1,6230,14.0203100485982,
cs/9311102v1,8260,13.3537443111475,
cs/9311102v1,6380,13.2685458875824,
cs/9311102v1,7079,12.9595727555551,
cs/9311102v1,8080,12.4292161968444,
cs/9311102v1,10255,11.9412624477114,
cs/9312101v1,2937,29.2528815483612,
cs/9312101v1,5072,14.5325056991302,
cs/9312101v1,5129,10.4675576908209,
cs/9312101v1,9148,10.0212705881925,
cs/9312101v1,5756,9.71291179481319,
cs/9312101v1,2151,9.49654205925753,
cs/9312101v1,11142,8.50765071783628,
cs/9312101v1,1412,8.06474272141809,
cs/9312101v1,10711,7.96454305241445,
cs/9312101v1,4673,7.83822006389366,
cs/9401101v1,8602,12.1800999501139,
cs/9401101v1,10557,11.8538520519408,
